workload,layer_idx,layer_name,dataflow,mem_layout,combo_label,array_size,spad_depth,data_width,n_mem_ports,off_chip_accesses,cycles,speedup,throughput_gops,energy_normalized,energy_pJ
DLRM,2,dlrm_bot2,WS,ROW_MAJOR,WS-RM,16,65536,16,4,62914.560000000005,18121,0.01616908559130291,231.46095690083328,1.0971428571428572,61446256.0
DLRM,2,dlrm_bot2,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,57344.0,16517,0.017739298904159352,253.9386087061815,1.0,56098816.0
DLRM,2,dlrm_bot2,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,60416.0,17401,0.016838112752140682,241.03810125854835,1.0535714285714286,59047776.0
DLRM,3,dlrm_top1,OS,ROW_MAJOR,OS-RM,16,65536,16,4,182835.2,556,0.987410071942446,30174.84892086331,1.0144886363636365,190353424.0
DLRM,3,dlrm_top1,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,181637.12,553,0.9927667269439421,30338.54611211573,1.007840909090909,189133744.0
DLRM,3,dlrm_top1,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,180224.0,549,1.0,30559.59198542805,1.0,187695104.0
DLRM,3,dlrm_top1,IS,ROW_MAJOR,IS-RM,16,65536,16,4,180224.0,8261,0.06645684541823024,2030.8940806197797,1.0,187695104.0
DLRM,3,dlrm_top1,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,191365.12,8771,0.06259263481929085,1912.8053813704253,1.0618181818181818,199038464.0
DLRM,3,dlrm_top1,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,198246.39999999997,9087,0.060415978870914495,1846.287663695389,1.0999999999999999,206044624.0
DLRM,3,dlrm_top1,WS,ROW_MAJOR,WS-RM,16,65536,16,4,202506.24,37400,0.014679144385026738,448.58866310160425,1.1236363636363635,210382384.0
DLRM,3,dlrm_top1,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,180224.0,33285,0.016493916178458766,504.04734865555054,1.0,187695104.0
DLRM,3,dlrm_top1,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,192512.0,35554,0.015441300556899365,471.8798447432075,1.0681818181818181,200206064.0
DLRM,4,dlrm_top2,OS,ROW_MAJOR,OS-RM,16,65536,16,4,37632.0,299,0.979933110367893,7013.886287625418,1.0208333333333333,37988848.0
DLRM,4,dlrm_top2,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,37294.08,296,0.9898648648648649,7084.972972972973,1.0116666666666667,37652288.0
DLRM,4,dlrm_top2,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,36864.0,293,1.0,7157.515358361775,1.0,37224448.0
DLRM,4,dlrm_top2,IS,ROW_MAJOR,IS-RM,16,65536,16,4,36864.0,1093,0.26806953339432754,1918.711802378774,1.0,37224448.0
DLRM,4,dlrm_top2,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,40632.32,1204,0.24335548172757476,1741.8205980066446,1.1022222222222222,40975888.0
DLRM,4,dlrm_top2,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,43008.0,1275,0.22980392156862745,1644.8250980392156,1.1666666666666667,43340768.0
DLRM,4,dlrm_top2,WS,ROW_MAJOR,WS-RM,16,65536,16,4,39485.44,17622,0.01662694359323573,119.00760413119964,1.0711111111111111,39834048.0
DLRM,4,dlrm_top2,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,36864.0,16453,0.017808302437245488,127.463198200936,1.0,37224448.0
DLRM,4,dlrm_top2,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,38287.36,17088,0.017146535580524345,122.72659176029963,1.0386111111111112,38641248.0
VGG-16,1,vgg_b1,OS,ROW_MAJOR,OS-RM,16,65536,16,4,528588.8,9075,0.8292011019283747,25477.797024793388,1.2060747663551403,378710192.0
VGG-16,1,vgg_b1,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,494469.12,8489,0.8864412769466368,27236.542348922136,1.1282242990654205,357995792.0
VGG-16,1,vgg_b1,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,438272.0,7525,1.0,30725.71534883721,1.0,323878912.0
VGG-16,1,vgg_b1,IS,ROW_MAJOR,IS-RM,16,65536,16,4,438272.0,5445,1.382001836547291,42462.99504132231,1.0,323878912.0
VGG-16,1,vgg_b1,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,462469.11999999994,5745,1.309834638816362,40245.60626631854,1.0552102803738317,338568832.0
VGG-16,1,vgg_b1,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,478592.0,5945,1.2657695542472667,38891.67502102607,1.091997663551402,348357072.0
VGG-16,1,vgg_b1,WS,ROW_MAJOR,WS-RM,16,65536,16,4,443965.44,203462,0.036984793229202506,1136.3842289960778,1.0129906542056075,327335232.0
VGG-16,1,vgg_b1,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,438272.0,200853,0.0374652108756155,1151.145404848322,1.0,323878912.0
VGG-16,1,vgg_b1,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,441333.76,202256,0.03720532394589036,1143.1601930227039,1.0069859813084112,325737552.0
VGG-16,2,vgg_b2,OS,ROW_MAJOR,OS-RM,16,65536,16,4,386262.4000000001,5153,0.9014166504948574,44869.20395885892,1.1094393382352943,365721552.0
VGG-16,2,vgg_b2,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,371554.56000000006,4957,0.9370587048618115,46643.334274762965,1.0671948529411766,353996832.0
VGG-16,2,vgg_b2,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,348160.0,4645,1.0,49776.320344456406,1.0,335347712.0
VGG-16,2,vgg_b2,IS,ROW_MAJOR,IS-RM,16,65536,16,4,348160.0,10005,0.4642678660669665,23109.546026986507,1.0,335347712.0
VGG-16,2,vgg_b2,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,360652.8,10364,0.4481860285604014,22309.051331532228,1.0358823529411765,345306192.0
VGG-16,2,vgg_b2,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,368947.2,10602,0.43812488209771744,21808.244482173173,1.0597058823529413,351918672.0
VGG-16,2,vgg_b2,WS,ROW_MAJOR,WS-RM,16,65536,16,4,370933.75999999995,107535,0.04319523875947366,2150.1000418468407,1.0654117647058823,353502352.0
VGG-16,2,vgg_b2,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,348160.0,100933,0.046020627545005105,2290.7374991330885,1.0,335347712.0
VGG-16,2,vgg_b2,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,360407.04000000004,104483,0.04445699300364653,2212.905525300767,1.0351764705882354,345110752.0
VGG-16,3,vgg_b3,OS,ROW_MAJOR,OS-RM,16,65536,16,4,699143.0,2371,0.9873471109236609,97516.24124841839,1.0129923381862018,783915552.0
VGG-16,3,vgg_b3,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,695150.48,2357,0.9932117098005939,98095.46372507425,1.007207552856083,779768752.0
VGG-16,3,vgg_b3,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,690176.0,2341,1.0,98765.91542076036,1.0,774602752.0
VGG-16,3,vgg_b3,IS,ROW_MAJOR,IS-RM,16,65536,16,4,690176.0,37065,0.06315931471738837,6237.987535410765,1.0,774602752.0
VGG-16,3,vgg_b3,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,697999.3599999999,37485,0.0624516473255969,6168.094117647059,1.0113353115727002,782727792.0
VGG-16,3,vgg_b3,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,703078.4,37757,0.06200174802023466,6123.659400905793,1.0186943620178042,788002432.0
VGG-16,3,vgg_b3,WS,ROW_MAJOR,WS-RM,16,65536,16,4,781271.04,59412,0.03940281424628021,3891.655019188043,1.1319881305637982,869211392.0
VGG-16,3,vgg_b3,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,690176.0,52485,0.04460321996760979,4405.277850814518,1.0,774602752.0
VGG-16,3,vgg_b3,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,739164.1599999999,56210,0.04164739370218822,4113.3429638854295,1.0709792284866468,825480432.0
VGG-16,4,vgg_b4,OS,ROW_MAJOR,OS-RM,16,65536,16,4,2413325.2375,4652,0.9984952708512468,49701.42046431643,1.0015992040994872,2732583392.0
VGG-16,4,vgg_b4,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,2411539.0649999995,4648,0.9993545611015491,49744.19277108434,1.0008578912724446,2730603792.0
VGG-16,4,vgg_b4,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,2409472.0,4645,1.0,49776.320344456406,1.0,2728312832.0
VGG-16,4,vgg_b4,IS,ROW_MAJOR,IS-RM,16,65536,16,4,2409472.0,147510,0.03148939054979324,1567.4259914582062,1.0,2728312832.0
VGG-16,4,vgg_b4,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,2418001.92,148032,0.03137835062689148,1561.8988326848248,1.0035401614959625,2737766752.0
VGG-16,4,vgg_b4,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,2423270.4,148354,0.031310244415384825,1558.508756083422,1.0057267318317042,2743605872.0
VGG-16,4,vgg_b4,WS,ROW_MAJOR,WS-RM,16,65536,16,4,2773852.1599999997,39497,0.11760386864825177,5853.887839582753,1.1512282192945176,3132169152.0
VGG-16,4,vgg_b4,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,2409472.0,34309,0.1353872161823428,6739.077443236469,1.0,2728312832.0
VGG-16,4,vgg_b4,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,2605424.64,37099,0.12520553114639207,6232.270627240627,1.0813259668508288,2945494272.0
GPT-2/Transformer,1,gpt_ffn1,OS,ROW_MAJOR,OS-RM,16,65536,16,4,425164.80000000005,247,0.9271255060728745,305657.7813765182,1.08125,256966208.0
GPT-2/Transformer,1,gpt_ffn1,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,410583.04000000004,239,0.9581589958158996,315889.0041841004,1.0441666666666667,248800848.0
GPT-2/Transformer,1,gpt_ffn1,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,393216.0,229,1.0,329683.2838427948,1.0,239075328.0
GPT-2/Transformer,1,gpt_ffn1,IS,ROW_MAJOR,IS-RM,16,65536,16,4,393216.0,9477,0.024163764904505645,7966.389363722697,1.0,239075328.0
GPT-2/Transformer,1,gpt_ffn1,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,400128.0,9643,0.023747796328943273,7829.251477755885,1.017578125,242946048.0
GPT-2/Transformer,1,gpt_ffn1,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,404659.19999999995,9752,0.023482362592288763,7741.742411812961,1.0291015625,245483408.0
GPT-2/Transformer,1,gpt_ffn1,WS,ROW_MAJOR,WS-RM,16,65536,16,4,438927.36,55514,0.0041250855640018735,1359.9717548726449,1.11625,264673488.0
GPT-2/Transformer,1,gpt_ffn1,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,393216.0,49733,0.004604588502603905,1518.0558582832325,1.0,239075328.0
GPT-2/Transformer,1,gpt_ffn1,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,421232.64,53276,0.004298370748554697,1417.100983557324,1.07125,254764288.0
GPT-2/Transformer,2,gpt_ffn2,OS,ROW_MAJOR,OS-RM,16,65536,16,4,403046.4,825,0.9757575757575757,91512.08727272728,1.0250000000000001,413859728.0
GPT-2/Transformer,2,gpt_ffn2,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,398786.56,816,0.9865196078431373,92521.41176470589,1.0141666666666667,409684928.0
GPT-2/Transformer,2,gpt_ffn2,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,393216.0,805,1.0,93785.6795031056,1.0,404226048.0
GPT-2/Transformer,2,gpt_ffn2,IS,ROW_MAJOR,IS-RM,16,65536,16,4,393216.0,9477,0.08494249234989976,7966.389363722697,1.0,404226048.0
GPT-2/Transformer,2,gpt_ffn2,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,433029.12,10436,0.07713683403602913,7234.330394787275,1.10125,443242368.0
GPT-2/Transformer,2,gpt_ffn2,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,458342.4,11046,0.07287705956907478,6834.824551873981,1.1656250000000001,468049808.0
GPT-2/Transformer,2,gpt_ffn2,WS,ROW_MAJOR,WS-RM,16,65536,16,4,416808.95999999996,209020,0.003851306095110516,361.1973591043919,1.0599999999999998,427346768.0
GPT-2/Transformer,2,gpt_ffn2,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,393216.0,197189,0.004082377820263808,382.8685778618483,1.0,404226048.0
GPT-2/Transformer,2,gpt_ffn2,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,406026.24,203613,0.003953578602545024,370.7890557086237,1.032578125,416779568.0
GPT-2/Transformer,3,gpt_qkv,OS,ROW_MAJOR,OS-RM,16,65536,16,4,144998.4,245,0.9346938775510204,77038.23673469388,1.0727272727272728,108062672.0
GPT-2/Transformer,3,gpt_qkv,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,140738.56,238,0.9621848739495799,79304.06722689075,1.0412121212121213,105026352.0
GPT-2/Transformer,3,gpt_qkv,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,135168.0,229,1.0,82420.8209606987,1.0,101056512.0
GPT-2/Transformer,3,gpt_qkv,IS,ROW_MAJOR,IS-RM,16,65536,16,4,135168.0,2565,0.08927875243664718,7358.428070175439,1.0,101056512.0
GPT-2/Transformer,3,gpt_qkv,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,142080.0,2696,0.0849406528189911,7000.878338278932,1.0511363636363635,105982832.0
GPT-2/Transformer,3,gpt_qkv,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,146611.2,2782,0.08231488138030194,6784.460100647017,1.084659090909091,109212352.0
GPT-2/Transformer,3,gpt_qkv,WS,ROW_MAJOR,WS-RM,16,65536,16,4,142172.16,51855,0.004416160447401408,363.98356956899045,1.0518181818181818,106048352.0
GPT-2/Transformer,3,gpt_qkv,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,135168.0,49301,0.004644936208190504,382.83945558913615,1.0,101056512.0
GPT-2/Transformer,3,gpt_qkv,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,139130.88,50746,0.004512670949434438,371.938044377882,1.0293181818181818,103880592.0
GPT-2/Transformer,4,gpt_out,OS,ROW_MAJOR,OS-RM,16,65536,16,4,144998.4,245,0.9346938775510204,77038.23673469388,1.0727272727272728,108062672.0
GPT-2/Transformer,4,gpt_out,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,140738.56,238,0.9621848739495799,79304.06722689075,1.0412121212121213,105026352.0
GPT-2/Transformer,4,gpt_out,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,135168.0,229,1.0,82420.8209606987,1.0,101056512.0
GPT-2/Transformer,4,gpt_out,IS,ROW_MAJOR,IS-RM,16,65536,16,4,135168.0,2565,0.08927875243664718,7358.428070175439,1.0,101056512.0
GPT-2/Transformer,4,gpt_out,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,142080.0,2696,0.0849406528189911,7000.878338278932,1.0511363636363635,105982832.0
GPT-2/Transformer,4,gpt_out,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,146611.2,2782,0.08231488138030194,6784.460100647017,1.084659090909091,109212352.0
GPT-2/Transformer,4,gpt_out,WS,ROW_MAJOR,WS-RM,16,65536,16,4,142172.16,51855,0.004416160447401408,363.98356956899045,1.0518181818181818,106048352.0
GPT-2/Transformer,4,gpt_out,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,135168.0,49301,0.004644936208190504,382.83945558913615,1.0,101056512.0
GPT-2/Transformer,4,gpt_out,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,139130.88,50746,0.004512670949434438,371.938044377882,1.0293181818181818,103880592.0
