mix_id,mix_label,n_tasks,goal,rank,excluded,scheduler,dispatch_order,goal_value,makespan_cycles,mean_turnaround_cycles,mean_wait_cycles,max_turnaround_cycles,max_wait_cycles,weighted_score,luts,ffs,power_dynamic_w,fmax_mhz_post_synth,mean_turnaround_us,throughput_tasks_per_s,energy_uJ,hw_status,timing_source,hw_source,note
mix1,Workload mix 1,3,weighted,6,False,BATCHDNN_PP,T0->T1->T2,4.933033,58596,36757.3,17225.3,58596,47192,4.9330,,,,,,,,unavailable,model,measured (Vivado 2025.2 OOC),"STALE: last successful synthesis (2026-07-28 17:31) predates the multi-driven-reset fix; that netlist had current_batch/slice_remaining tied to GND, so its numbers do not describe the current RTL. Re-synthesis OOM-killed 4x on this machine: sampled peak was 14.9/15GB RAM with swap fully exhausted, i.e. Vivado needs ~12GB for this module. Re-run scripts/synth_scheduler_hw.py --only BATCHDNN_PP on a host with more swap."
mix1,Workload mix 1,3,weighted,7,False,EDF,T0->T1->T2,4.933033,58596,36757.3,17225.3,58596,47192,4.9330,2374,1050,0.024,19.0,1934.60,972.8,74.016,ok,model,measured (Vivado 2025.2 OOC),
mix1,Workload mix 1,3,weighted,8,False,FIFO,T0->T1->T2,4.933033,58596,36757.3,17225.3,58596,47192,4.9330,1501,1050,0.011,106.6,344.82,5457.7,6.046,ok,model,measured (Vivado 2025.2 OOC),
mix1,Workload mix 1,3,weighted,9,False,LRU,T0->T1->T2,4.933033,58596,36757.3,17225.3,58596,47192,4.9330,3035,1594,0.027,19.2,1914.44,983.0,82.401,ok,model,measured (Vivado 2025.2 OOC),
mix1,Workload mix 1,3,weighted,10,False,MLFQ,T0->T1->T2,4.933033,58596,36757.3,17225.3,58596,47192,4.9330,2295,1044,0.024,90.9,404.37,4653.9,15.471,ok,model,measured (Vivado 2025.2 OOC),
mix1,Workload mix 1,3,weighted,11,False,MLQ,T0->T1->T2,4.933033,58596,36757.3,17225.3,58596,47192,4.9330,755,490,0.008,112.4,327.02,5754.7,4.171,ok,model,measured (Vivado 2025.2 OOC),
mix1,Workload mix 1,3,weighted,12,False,RR,T0->T1->T2,4.933033,58596,36757.3,17225.3,58596,47192,4.9330,1594,1070,0.013,93.4,393.55,4781.9,8.156,ok,model,measured (Vivado 2025.2 OOC),
mix1,Workload mix 1,3,weighted,13,False,LIFO,T2->T1->T0,5.787657,58596,41370.7,21838.7,58596,54112,5.7877,1516,1050,0.012,111.1,372.37,5688.1,6.329,ok,model,measured (Vivado 2025.2 OOC),
mix1,Workload mix 1,3,weighted,14,False,PRI,T2->T1->T0,5.787657,58596,41370.7,21838.7,58596,54112,5.7877,1663,1050,0.020,41.7,992.10,2135.0,28.104,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,1,False,SJF,T1->T3->T0->T2,84037.000000,84037,28268.5,7259.2,84037,18865,3.0000,1999,1050,0.018,20.3,1392.54,966.2,74.516,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,2,False,SRTF,T1->T3->T0->T2,84037.000000,84037,28268.5,7259.2,84037,18865,3.0000,1854,490,0.018,21.1,1339.74,1004.3,71.690,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,3,False,HRRN,T0->T1->T3->T2,84037.000000,84037,31479.0,10469.8,84037,18865,3.5558,2941,1002,0.126,6.5,4842.92,309.4,1629.025,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,4,False,AIMT,T0->T1->T2->T3,84037.000000,84037,46167.0,25157.8,84037,77617,6.0988,3417,6565,0.025,86.7,532.49,4126.8,24.232,ok,model,measured (Vivado 2025.2 OOC),164 CRITICAL WARNING(s) in synthesis -- see AIMT_vivado.log
mix2,Workload mix 2,4,makespan,5,False,BATCHDNN,T0->T1->T2->T3,84037.000000,84037,46167.0,25157.8,84037,77617,6.0988,4657,6529,0.079,10.7,4314.67,509.3,620.460,ok,model,measured (Vivado 2025.2 OOC),200 CRITICAL WARNING(s) in synthesis -- see BATCHDNN_vivado.log
mix2,Workload mix 2,4,makespan,6,False,BATCHDNN_PP,T0->T1->T2->T3,84037.000000,84037,46167.0,25157.8,84037,77617,6.0988,,,,,,,,unavailable,model,measured (Vivado 2025.2 OOC),"STALE: last successful synthesis (2026-07-28 17:31) predates the multi-driven-reset fix; that netlist had current_batch/slice_remaining tied to GND, so its numbers do not describe the current RTL. Re-synthesis OOM-killed 4x on this machine: sampled peak was 14.9/15GB RAM with swap fully exhausted, i.e. Vivado needs ~12GB for this module. Re-run scripts/synth_scheduler_hw.py --only BATCHDNN_PP on a host with more swap."
mix2,Workload mix 2,4,makespan,7,False,EDF,T0->T1->T2->T3,84037.000000,84037,46167.0,25157.8,84037,77617,6.0988,2374,1050,0.024,19.0,2429.84,904.4,106.152,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,8,False,FIFO,T0->T1->T2->T3,84037.000000,84037,46167.0,25157.8,84037,77617,6.0988,1501,1050,0.011,106.6,433.09,5074.0,8.672,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,9,False,LRU,T0->T1->T2->T3,84037.000000,84037,46167.0,25157.8,84037,77617,6.0988,3035,1594,0.027,19.2,2404.53,913.9,118.177,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,10,False,MLFQ,T0->T1->T2->T3,84037.000000,84037,46167.0,25157.8,84037,77617,6.0988,2295,1044,0.024,90.9,507.89,4326.7,22.188,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,11,False,MLQ,T0->T1->T2->T3,84037.000000,84037,46167.0,25157.8,84037,77617,6.0988,755,490,0.008,112.4,410.74,5350.0,5.981,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,12,False,RR,T0->T1->T2->T3,84037.000000,84037,46167.0,25157.8,84037,77617,6.0988,1594,1070,0.013,93.4,494.29,4445.7,11.697,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,13,False,LIFO,T3->T2->T1->T0,84037.000000,84037,58879.2,37870.0,84037,73468,8.2996,1516,1050,0.012,111.1,529.97,5288.1,9.077,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,makespan,14,False,PRI,T3->T2->T1->T0,84037.000000,84037,58879.2,37870.0,84037,73468,8.2996,1663,1050,0.020,41.7,1411.97,1984.8,40.306,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,1,False,SJF,T1->T3->T0->T2,28268.500000,84037,28268.5,7259.2,84037,18865,3.0000,1999,1050,0.018,20.3,1392.54,966.2,74.516,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,2,False,SRTF,T1->T3->T0->T2,28268.500000,84037,28268.5,7259.2,84037,18865,3.0000,1854,490,0.018,21.1,1339.74,1004.3,71.690,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,3,False,HRRN,T0->T1->T3->T2,31479.000000,84037,31479.0,10469.8,84037,18865,3.5558,2941,1002,0.126,6.5,4842.92,309.4,1629.025,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,4,False,AIMT,T0->T1->T2->T3,46167.000000,84037,46167.0,25157.8,84037,77617,6.0988,3417,6565,0.025,86.7,532.49,4126.8,24.232,ok,model,measured (Vivado 2025.2 OOC),164 CRITICAL WARNING(s) in synthesis -- see AIMT_vivado.log
mix2,Workload mix 2,4,turnaround,5,False,BATCHDNN,T0->T1->T2->T3,46167.000000,84037,46167.0,25157.8,84037,77617,6.0988,4657,6529,0.079,10.7,4314.67,509.3,620.460,ok,model,measured (Vivado 2025.2 OOC),200 CRITICAL WARNING(s) in synthesis -- see BATCHDNN_vivado.log
mix2,Workload mix 2,4,turnaround,6,False,BATCHDNN_PP,T0->T1->T2->T3,46167.000000,84037,46167.0,25157.8,84037,77617,6.0988,,,,,,,,unavailable,model,measured (Vivado 2025.2 OOC),"STALE: last successful synthesis (2026-07-28 17:31) predates the multi-driven-reset fix; that netlist had current_batch/slice_remaining tied to GND, so its numbers do not describe the current RTL. Re-synthesis OOM-killed 4x on this machine: sampled peak was 14.9/15GB RAM with swap fully exhausted, i.e. Vivado needs ~12GB for this module. Re-run scripts/synth_scheduler_hw.py --only BATCHDNN_PP on a host with more swap."
mix2,Workload mix 2,4,turnaround,7,False,EDF,T0->T1->T2->T3,46167.000000,84037,46167.0,25157.8,84037,77617,6.0988,2374,1050,0.024,19.0,2429.84,904.4,106.152,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,8,False,FIFO,T0->T1->T2->T3,46167.000000,84037,46167.0,25157.8,84037,77617,6.0988,1501,1050,0.011,106.6,433.09,5074.0,8.672,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,9,False,LRU,T0->T1->T2->T3,46167.000000,84037,46167.0,25157.8,84037,77617,6.0988,3035,1594,0.027,19.2,2404.53,913.9,118.177,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,10,False,MLFQ,T0->T1->T2->T3,46167.000000,84037,46167.0,25157.8,84037,77617,6.0988,2295,1044,0.024,90.9,507.89,4326.7,22.188,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,11,False,MLQ,T0->T1->T2->T3,46167.000000,84037,46167.0,25157.8,84037,77617,6.0988,755,490,0.008,112.4,410.74,5350.0,5.981,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,12,False,RR,T0->T1->T2->T3,46167.000000,84037,46167.0,25157.8,84037,77617,6.0988,1594,1070,0.013,93.4,494.29,4445.7,11.697,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,13,False,LIFO,T3->T2->T1->T0,58879.250000,84037,58879.2,37870.0,84037,73468,8.2996,1516,1050,0.012,111.1,529.97,5288.1,9.077,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround,14,False,PRI,T3->T2->T1->T0,58879.250000,84037,58879.2,37870.0,84037,73468,8.2996,1663,1050,0.020,41.7,1411.97,1984.8,40.306,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,1,False,MLQ,T0->T1->T2->T3,410.738434,84037,46167.0,25157.8,84037,77617,6.0988,755,490,0.008,112.4,410.74,5350.0,5.981,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,2,False,FIFO,T0->T1->T2->T3,433.086304,84037,46167.0,25157.8,84037,77617,6.0988,1501,1050,0.011,106.6,433.09,5074.0,8.672,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,3,False,RR,T0->T1->T2->T3,494.293362,84037,46167.0,25157.8,84037,77617,6.0988,1594,1070,0.013,93.4,494.29,4445.7,11.697,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,4,False,MLFQ,T0->T1->T2->T3,507.887789,84037,46167.0,25157.8,84037,77617,6.0988,2295,1044,0.024,90.9,507.89,4326.7,22.188,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,5,False,LIFO,T3->T2->T1->T0,529.966247,84037,58879.2,37870.0,84037,73468,8.2996,1516,1050,0.012,111.1,529.97,5288.1,9.077,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,6,False,AIMT,T0->T1->T2->T3,532.491349,84037,46167.0,25157.8,84037,77617,6.0988,3417,6565,0.025,86.7,532.49,4126.8,24.232,ok,model,measured (Vivado 2025.2 OOC),164 CRITICAL WARNING(s) in synthesis -- see AIMT_vivado.log
mix2,Workload mix 2,4,turnaround_us,7,False,SRTF,T1->T3->T0->T2,1339.739336,84037,28268.5,7259.2,84037,18865,3.0000,1854,490,0.018,21.1,1339.74,1004.3,71.690,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,8,False,SJF,T1->T3->T0->T2,1392.536946,84037,28268.5,7259.2,84037,18865,3.0000,1999,1050,0.018,20.3,1392.54,966.2,74.516,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,9,False,PRI,T3->T2->T1->T0,1411.972422,84037,58879.2,37870.0,84037,73468,8.2996,1663,1050,0.020,41.7,1411.97,1984.8,40.306,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,10,False,LRU,T0->T1->T2->T3,2404.531250,84037,46167.0,25157.8,84037,77617,6.0988,3035,1594,0.027,19.2,2404.53,913.9,118.177,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,11,False,EDF,T0->T1->T2->T3,2429.842105,84037,46167.0,25157.8,84037,77617,6.0988,2374,1050,0.024,19.0,2429.84,904.4,106.152,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,12,False,BATCHDNN,T0->T1->T2->T3,4314.672897,84037,46167.0,25157.8,84037,77617,6.0988,4657,6529,0.079,10.7,4314.67,509.3,620.460,ok,model,measured (Vivado 2025.2 OOC),200 CRITICAL WARNING(s) in synthesis -- see BATCHDNN_vivado.log
mix2,Workload mix 2,4,turnaround_us,13,False,HRRN,T0->T1->T3->T2,4842.923077,84037,31479.0,10469.8,84037,18865,3.5558,2941,1002,0.126,6.5,4842.92,309.4,1629.025,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,turnaround_us,,True,BATCHDNN_PP,T0->T1->T2->T3,,84037,46167.0,25157.8,84037,77617,6.0988,,,,,,,,unavailable,model,measured (Vivado 2025.2 OOC),"STALE: last successful synthesis (2026-07-28 17:31) predates the multi-driven-reset fix; that netlist had current_batch/slice_remaining tied to GND, so its numbers do not describe the current RTL. Re-synthesis OOM-killed 4x on this machine: sampled peak was 14.9/15GB RAM with swap fully exhausted, i.e. Vivado needs ~12GB for this module. Re-run scripts/synth_scheduler_hw.py --only BATCHDNN_PP on a host with more swap."
mix2,Workload mix 2,4,wait,1,False,SJF,T1->T3->T0->T2,7259.250000,84037,28268.5,7259.2,84037,18865,3.0000,1999,1050,0.018,20.3,1392.54,966.2,74.516,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,2,False,SRTF,T1->T3->T0->T2,7259.250000,84037,28268.5,7259.2,84037,18865,3.0000,1854,490,0.018,21.1,1339.74,1004.3,71.690,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,3,False,HRRN,T0->T1->T3->T2,10469.750000,84037,31479.0,10469.8,84037,18865,3.5558,2941,1002,0.126,6.5,4842.92,309.4,1629.025,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,4,False,AIMT,T0->T1->T2->T3,25157.750000,84037,46167.0,25157.8,84037,77617,6.0988,3417,6565,0.025,86.7,532.49,4126.8,24.232,ok,model,measured (Vivado 2025.2 OOC),164 CRITICAL WARNING(s) in synthesis -- see AIMT_vivado.log
mix2,Workload mix 2,4,wait,5,False,BATCHDNN,T0->T1->T2->T3,25157.750000,84037,46167.0,25157.8,84037,77617,6.0988,4657,6529,0.079,10.7,4314.67,509.3,620.460,ok,model,measured (Vivado 2025.2 OOC),200 CRITICAL WARNING(s) in synthesis -- see BATCHDNN_vivado.log
mix2,Workload mix 2,4,wait,6,False,BATCHDNN_PP,T0->T1->T2->T3,25157.750000,84037,46167.0,25157.8,84037,77617,6.0988,,,,,,,,unavailable,model,measured (Vivado 2025.2 OOC),"STALE: last successful synthesis (2026-07-28 17:31) predates the multi-driven-reset fix; that netlist had current_batch/slice_remaining tied to GND, so its numbers do not describe the current RTL. Re-synthesis OOM-killed 4x on this machine: sampled peak was 14.9/15GB RAM with swap fully exhausted, i.e. Vivado needs ~12GB for this module. Re-run scripts/synth_scheduler_hw.py --only BATCHDNN_PP on a host with more swap."
mix2,Workload mix 2,4,wait,7,False,EDF,T0->T1->T2->T3,25157.750000,84037,46167.0,25157.8,84037,77617,6.0988,2374,1050,0.024,19.0,2429.84,904.4,106.152,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,8,False,FIFO,T0->T1->T2->T3,25157.750000,84037,46167.0,25157.8,84037,77617,6.0988,1501,1050,0.011,106.6,433.09,5074.0,8.672,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,9,False,LRU,T0->T1->T2->T3,25157.750000,84037,46167.0,25157.8,84037,77617,6.0988,3035,1594,0.027,19.2,2404.53,913.9,118.177,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,10,False,MLFQ,T0->T1->T2->T3,25157.750000,84037,46167.0,25157.8,84037,77617,6.0988,2295,1044,0.024,90.9,507.89,4326.7,22.188,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,11,False,MLQ,T0->T1->T2->T3,25157.750000,84037,46167.0,25157.8,84037,77617,6.0988,755,490,0.008,112.4,410.74,5350.0,5.981,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,12,False,RR,T0->T1->T2->T3,25157.750000,84037,46167.0,25157.8,84037,77617,6.0988,1594,1070,0.013,93.4,494.29,4445.7,11.697,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,13,False,LIFO,T3->T2->T1->T0,37870.000000,84037,58879.2,37870.0,84037,73468,8.2996,1516,1050,0.012,111.1,529.97,5288.1,9.077,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,wait,14,False,PRI,T3->T2->T1->T0,37870.000000,84037,58879.2,37870.0,84037,73468,8.2996,1663,1050,0.020,41.7,1411.97,1984.8,40.306,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,1,False,MLQ,T0->T1->T2->T3,5350.024394,84037,46167.0,25157.8,84037,77617,6.0988,755,490,0.008,112.4,410.74,5350.0,5.981,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,2,False,LIFO,T3->T2->T1->T0,5288.146888,84037,58879.2,37870.0,84037,73468,8.2996,1516,1050,0.012,111.1,529.97,5288.1,9.077,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,3,False,FIFO,T0->T1->T2->T3,5073.955520,84037,46167.0,25157.8,84037,77617,6.0988,1501,1050,0.011,106.6,433.09,5074.0,8.672,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,4,False,RR,T0->T1->T2->T3,4445.660840,84037,46167.0,25157.8,84037,77617,6.0988,1594,1070,0.013,93.4,494.29,4445.7,11.697,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,5,False,MLFQ,T0->T1->T2->T3,4326.665635,84037,46167.0,25157.8,84037,77617,6.0988,2295,1044,0.024,90.9,507.89,4326.7,22.188,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,6,False,AIMT,T0->T1->T2->T3,4126.753692,84037,46167.0,25157.8,84037,77617,6.0988,3417,6565,0.025,86.7,532.49,4126.8,24.232,ok,model,measured (Vivado 2025.2 OOC),164 CRITICAL WARNING(s) in synthesis -- see AIMT_vivado.log
mix2,Workload mix 2,4,throughput,7,False,PRI,T3->T2->T1->T0,1984.840011,84037,58879.2,37870.0,84037,73468,8.2996,1663,1050,0.020,41.7,1411.97,1984.8,40.306,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,8,False,SRTF,T1->T3->T0->T2,1004.319526,84037,28268.5,7259.2,84037,18865,3.0000,1854,490,0.018,21.1,1339.74,1004.3,71.690,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,9,False,SJF,T1->T3->T0->T2,966.241060,84037,28268.5,7259.2,84037,18865,3.0000,1999,1050,0.018,20.3,1392.54,966.2,74.516,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,10,False,LRU,T0->T1->T2->T3,913.883171,84037,46167.0,25157.8,84037,77617,6.0988,3035,1594,0.027,19.2,2404.53,913.9,118.177,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,11,False,EDF,T0->T1->T2->T3,904.363554,84037,46167.0,25157.8,84037,77617,6.0988,2374,1050,0.024,19.0,2429.84,904.4,106.152,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,12,False,BATCHDNN,T0->T1->T2->T3,509.299475,84037,46167.0,25157.8,84037,77617,6.0988,4657,6529,0.079,10.7,4314.67,509.3,620.460,ok,model,measured (Vivado 2025.2 OOC),200 CRITICAL WARNING(s) in synthesis -- see BATCHDNN_vivado.log
mix2,Workload mix 2,4,throughput,13,False,HRRN,T0->T1->T3->T2,309.387532,84037,31479.0,10469.8,84037,18865,3.5558,2941,1002,0.126,6.5,4842.92,309.4,1629.025,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,throughput,,True,BATCHDNN_PP,T0->T1->T2->T3,,84037,46167.0,25157.8,84037,77617,6.0988,,,,,,,,unavailable,model,measured (Vivado 2025.2 OOC),"STALE: last successful synthesis (2026-07-28 17:31) predates the multi-driven-reset fix; that netlist had current_batch/slice_remaining tied to GND, so its numbers do not describe the current RTL. Re-synthesis OOM-killed 4x on this machine: sampled peak was 14.9/15GB RAM with swap fully exhausted, i.e. Vivado needs ~12GB for this module. Re-run scripts/synth_scheduler_hw.py --only BATCHDNN_PP on a host with more swap."
mix2,Workload mix 2,4,area,1,False,MLQ,T0->T1->T2->T3,755.000000,84037,46167.0,25157.8,84037,77617,6.0988,755,490,0.008,112.4,410.74,5350.0,5.981,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,2,False,FIFO,T0->T1->T2->T3,1501.000000,84037,46167.0,25157.8,84037,77617,6.0988,1501,1050,0.011,106.6,433.09,5074.0,8.672,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,3,False,LIFO,T3->T2->T1->T0,1516.000000,84037,58879.2,37870.0,84037,73468,8.2996,1516,1050,0.012,111.1,529.97,5288.1,9.077,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,4,False,RR,T0->T1->T2->T3,1594.000000,84037,46167.0,25157.8,84037,77617,6.0988,1594,1070,0.013,93.4,494.29,4445.7,11.697,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,5,False,PRI,T3->T2->T1->T0,1663.000000,84037,58879.2,37870.0,84037,73468,8.2996,1663,1050,0.020,41.7,1411.97,1984.8,40.306,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,6,False,SRTF,T1->T3->T0->T2,1854.000000,84037,28268.5,7259.2,84037,18865,3.0000,1854,490,0.018,21.1,1339.74,1004.3,71.690,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,7,False,SJF,T1->T3->T0->T2,1999.000000,84037,28268.5,7259.2,84037,18865,3.0000,1999,1050,0.018,20.3,1392.54,966.2,74.516,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,8,False,MLFQ,T0->T1->T2->T3,2295.000000,84037,46167.0,25157.8,84037,77617,6.0988,2295,1044,0.024,90.9,507.89,4326.7,22.188,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,9,False,EDF,T0->T1->T2->T3,2374.000000,84037,46167.0,25157.8,84037,77617,6.0988,2374,1050,0.024,19.0,2429.84,904.4,106.152,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,10,False,HRRN,T0->T1->T3->T2,2941.000000,84037,31479.0,10469.8,84037,18865,3.5558,2941,1002,0.126,6.5,4842.92,309.4,1629.025,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,11,False,LRU,T0->T1->T2->T3,3035.000000,84037,46167.0,25157.8,84037,77617,6.0988,3035,1594,0.027,19.2,2404.53,913.9,118.177,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,area,12,False,AIMT,T0->T1->T2->T3,3417.000000,84037,46167.0,25157.8,84037,77617,6.0988,3417,6565,0.025,86.7,532.49,4126.8,24.232,ok,model,measured (Vivado 2025.2 OOC),164 CRITICAL WARNING(s) in synthesis -- see AIMT_vivado.log
mix2,Workload mix 2,4,area,13,False,BATCHDNN,T0->T1->T2->T3,4657.000000,84037,46167.0,25157.8,84037,77617,6.0988,4657,6529,0.079,10.7,4314.67,509.3,620.460,ok,model,measured (Vivado 2025.2 OOC),200 CRITICAL WARNING(s) in synthesis -- see BATCHDNN_vivado.log
mix2,Workload mix 2,4,area,,True,BATCHDNN_PP,T0->T1->T2->T3,,84037,46167.0,25157.8,84037,77617,6.0988,,,,,,,,unavailable,model,measured (Vivado 2025.2 OOC),"STALE: last successful synthesis (2026-07-28 17:31) predates the multi-driven-reset fix; that netlist had current_batch/slice_remaining tied to GND, so its numbers do not describe the current RTL. Re-synthesis OOM-killed 4x on this machine: sampled peak was 14.9/15GB RAM with swap fully exhausted, i.e. Vivado needs ~12GB for this module. Re-run scripts/synth_scheduler_hw.py --only BATCHDNN_PP on a host with more swap."
mix2,Workload mix 2,4,power,1,False,MLQ,T0->T1->T2->T3,0.008000,84037,46167.0,25157.8,84037,77617,6.0988,755,490,0.008,112.4,410.74,5350.0,5.981,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,power,2,False,FIFO,T0->T1->T2->T3,0.011000,84037,46167.0,25157.8,84037,77617,6.0988,1501,1050,0.011,106.6,433.09,5074.0,8.672,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,power,3,False,LIFO,T3->T2->T1->T0,0.012000,84037,58879.2,37870.0,84037,73468,8.2996,1516,1050,0.012,111.1,529.97,5288.1,9.077,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,power,4,False,RR,T0->T1->T2->T3,0.013000,84037,46167.0,25157.8,84037,77617,6.0988,1594,1070,0.013,93.4,494.29,4445.7,11.697,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,power,5,False,SJF,T1->T3->T0->T2,0.018000,84037,28268.5,7259.2,84037,18865,3.0000,1999,1050,0.018,20.3,1392.54,966.2,74.516,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,power,6,False,SRTF,T1->T3->T0->T2,0.018000,84037,28268.5,7259.2,84037,18865,3.0000,1854,490,0.018,21.1,1339.74,1004.3,71.690,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,power,7,False,PRI,T3->T2->T1->T0,0.020000,84037,58879.2,37870.0,84037,73468,8.2996,1663,1050,0.020,41.7,1411.97,1984.8,40.306,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,power,8,False,EDF,T0->T1->T2->T3,0.024000,84037,46167.0,25157.8,84037,77617,6.0988,2374,1050,0.024,19.0,2429.84,904.4,106.152,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,power,9,False,MLFQ,T0->T1->T2->T3,0.024000,84037,46167.0,25157.8,84037,77617,6.0988,2295,1044,0.024,90.9,507.89,4326.7,22.188,ok,model,measured (Vivado 2025.2 OOC),
mix2,Workload mix 2,4,power,10,False,AIMT,T0->T1->T2->T3,0.025000,84037,46167.0,25157.8,84037,77617,6.0988,3417,6565,0.025,86.7,532.49,4126.8,24.232,ok,model,measured (Vivado 2025.2 OOC),164 CRITICAL WARNING(s) in synthesis -- see AIMT_vivado.log
